conversation_index,turn_index,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
3460,1,24,636,660,0.03773584905660377
3460,2,691,687,1378,1.0058224163027656
3460,3,1408,582,1990,2.4192439862542954
3460,4,2006,240,2246,8.358333333333333
3460,5,2272,532,2804,4.2706766917293235
3460,6,2826,740,3566,3.8189189189189188
3460,7,3574,390,3964,9.164102564102564
3460,8,3987,274,4261,14.55109489051095
3460,9,5059,305,5364,16.58688524590164
3460,10,5383,137,5520,39.29197080291971
3460,11,6170,85,6255,72.58823529411765
3460,12,6272,130,6402,48.246153846153845
3460,13,6453,225,6678,28.68
3460,14,6698,229,6927,29.24890829694323
3460,15,6963,183,7146,38.049180327868854
3460,16,7174,170,7344,42.2
3460,17,7360,179,7539,41.11731843575419
3460,18,7557,467,8024,16.182012847965737
3461,1,14,224,238,0.0625
3461,2,255,107,362,2.383177570093458
3461,3,367,136,503,2.698529411764706
3462,1,757,600,1357,1.2616666666666667
3462,2,1498,544,2042,2.7536764705882355
3462,3,2127,902,3029,2.358093126385809
3462,4,3034,496,3530,6.116935483870968
3462,5,3586,729,4315,4.919067215363512
3462,6,4344,397,4741,10.942065491183879
3462,7,4758,497,5255,9.57344064386318
3462,8,5263,111,5374,47.414414414414416
3462,9,5381,556,5937,9.678057553956835
3463,1,148,1789,1937,0.08272778088317496
3463,2,1980,770,2750,2.5714285714285716
3463,3,2773,785,3558,3.532484076433121
3463,4,3578,731,4309,4.894664842681259
3463,5,4337,756,5093,5.7367724867724865
3464,1,819,736,1555,1.1127717391304348
3464,2,2060,656,2716,3.1402439024390243
3464,3,2911,574,3485,5.071428571428571
3464,4,3537,965,4502,3.665284974093264
3464,5,4798,643,5441,7.461897356143079
3464,6,5715,608,6323,9.399671052631579
3465,1,318,294,612,1.0816326530612246
3465,2,621,388,1009,1.6005154639175259
3466,1,35,682,717,0.051319648093841645
3466,2,728,834,1562,0.8729016786570744
3466,3,1573,560,2133,2.8089285714285714
3467,1,195,610,805,0.319672131147541
3467,2,824,754,1578,1.0928381962864722
3467,3,1600,653,2253,2.450229709035222
3467,4,2278,747,3025,3.0495314591700136
3467,5,3041,1072,4113,2.8367537313432836
3467,6,4120,288,4408,14.305555555555555
3467,7,4423,388,4811,11.399484536082474
3467,8,4823,388,5211,12.43041237113402
3467,9,5221,1082,6303,4.82532347504621
3467,10,6308,303,6611,20.818481848184817
3467,11,6864,779,7643,8.811296534017972
3467,12,7648,11,7659,695.2727272727273
3468,1,452,315,767,1.434920634920635
3468,2,830,200,1030,4.15
3468,3,1059,322,1381,3.2888198757763973
3468,4,1446,302,1748,4.788079470198675
3468,5,1895,341,2236,5.557184750733138
3468,6,2265,296,2561,7.652027027027027
3468,7,2618,687,3305,3.8107714701601165
3468,8,3376,552,3928,6.115942028985507
3468,9,3955,502,4457,7.878486055776892
3468,10,4530,437,4967,10.366132723112129
3468,11,5053,458,5511,11.032751091703057
3468,12,5627,519,6146,10.842003853564547
3468,13,6322,473,6795,13.365750528541227
3468,14,6824,448,7272,15.232142857142858
3469,1,212,44,256,4.818181818181818
3469,2,352,103,455,3.4174757281553396
3469,3,588,369,957,1.5934959349593496
3469,4,1217,505,1722,2.40990099009901
3469,5,2026,100,2126,20.26
3469,6,2211,544,2755,4.064338235294118
3469,7,2982,519,3501,5.745664739884393
3469,8,3745,554,4299,6.759927797833935
3469,9,4729,127,4856,37.23622047244095
3469,10,5128,617,5745,8.311183144246353
3469,11,6164,117,6281,52.68376068376068
3469,12,6386,584,6970,10.934931506849315
3470,1,1346,446,1792,3.0179372197309418
3470,2,2598,632,3230,4.110759493670886
3471,1,56,1046,1102,0.05353728489483748
3471,2,1110,1081,2191,1.026827012025902
3471,3,2202,361,2563,6.099722991689751
3471,4,2602,465,3067,5.595698924731183
3471,5,3098,687,3785,4.5094614264919946
3471,6,3799,1085,4884,3.501382488479263
3471,7,4895,592,5487,8.26858108108108
3471,8,5492,752,6244,7.303191489361702
3471,9,6295,569,6864,11.063268892794376
3471,10,6870,407,7277,16.87960687960688
3471,11,7293,739,8032,9.86874154262517
3472,1,55,431,486,0.12761020881670534
3472,2,509,308,817,1.6525974025974026
3472,3,828,384,1212,2.15625
3472,4,1240,343,1583,3.6151603498542273
3472,5,1594,606,2200,2.6303630363036303
3472,6,2207,443,2650,4.981941309255079
3472,7,2659,458,3117,5.8056768558951966
3472,8,3126,159,3285,19.660377358490567
3472,9,3294,227,3521,14.51101321585903
3472,10,3557,506,4063,7.029644268774703
3473,1,56,735,791,0.0761904761904762
3473,2,847,756,1603,1.1203703703703705
3473,3,1672,752,2424,2.223404255319149
3473,4,2485,733,3218,3.390177353342428
3473,5,3286,778,4064,4.223650385604113
3473,6,4121,808,4929,5.100247524752476
3473,7,4987,729,5716,6.840877914951989
3473,8,5779,748,6527,7.725935828877005
3473,9,6585,731,7316,9.008207934336525
3474,1,145,947,1092,0.15311510031678988
3474,2,1152,294,1446,3.9183673469387754
3474,3,1486,806,2292,1.8436724565756824
3474,4,2301,98,2399,23.479591836734695
3474,5,2481,57,2538,43.526315789473685
3474,6,2814,47,2861,59.87234042553192
3474,7,4072,926,4998,4.397408207343412
3474,8,5044,191,5235,26.408376963350786
3474,9,5293,610,5903,8.677049180327868
3474,10,5994,859,6853,6.977881257275902
3474,11,6902,681,7583,10.135095447870778
3475,1,93,475,568,0.1957894736842105
3475,2,577,96,673,6.010416666666667
3475,3,686,377,1063,1.8196286472148542
3475,4,1081,423,1504,2.5555555555555554
3476,1,841,319,1160,2.6363636363636362
3476,2,2072,71,2143,29.183098591549296
3476,3,2213,561,2774,3.944741532976827
3476,4,2811,610,3421,4.608196721311476
3476,5,3453,659,4112,5.239757207890744
3476,6,4191,611,4802,6.859247135842881
3476,7,4857,734,5591,6.61716621253406
3477,1,48,570,618,0.08421052631578947
3477,2,645,242,887,2.665289256198347
3477,3,934,108,1042,8.648148148148149
3477,4,1096,112,1208,9.785714285714286
3478,1,54,45,99,1.2
3478,2,167,488,655,0.3422131147540984
3478,3,671,485,1156,1.3835051546391752
3479,1,686,613,1299,1.1190864600326265
3479,2,1334,559,1893,2.3864042933810374
3479,3,1922,513,2435,3.746588693957115
3479,4,2464,614,3078,4.013029315960912
3479,5,3105,947,4052,3.2787750791974655
3479,6,4062,463,4525,8.773218142548597
3479,7,4613,308,4921,14.977272727272727
3479,8,5196,390,5586,13.323076923076924
3480,1,1318,997,2315,1.3219658976930793
3480,2,2353,795,3148,2.959748427672956
3481,1,33,690,723,0.04782608695652174
3481,2,747,570,1317,1.3105263157894738
3481,3,1370,988,2358,1.3866396761133604
3481,4,2376,588,2964,4.040816326530612
3481,5,2990,648,3638,4.614197530864198
3481,6,3666,653,4319,5.614088820826953
3481,7,4332,313,4645,13.840255591054314
3481,8,4668,797,5465,5.856963613550816
3481,9,5524,497,6021,11.114688128772636
3481,10,6065,894,6959,6.784116331096197
3481,11,7317,441,7758,16.591836734693878
3482,1,2389,22,2411,108.5909090909091
3482,2,5544,724,6268,7.657458563535911
3482,3,6410,934,7344,6.862955032119914
3482,4,7392,714,8106,10.352941176470589
3483,1,110,422,532,0.26066350710900477
3483,2,557,656,1213,0.8490853658536586
3483,3,1296,543,1839,2.386740331491713
3483,4,1956,390,2346,5.015384615384615
3483,5,2490,465,2955,5.354838709677419
3483,6,2962,438,3400,6.762557077625571
3483,7,3407,468,3875,7.27991452991453
3483,8,3882,392,4274,9.903061224489797
3483,9,4326,427,4753,10.131147540983607
3483,10,4760,468,5228,10.17094017094017
3483,11,5235,402,5637,13.022388059701493
3483,12,5681,738,6419,7.697831978319783
3484,1,72,376,448,0.19148936170212766
3485,1,8,78,86,0.10256410256410256
3485,2,99,544,643,0.18198529411764705
3485,3,652,197,849,3.3096446700507616
3485,4,889,436,1325,2.0389908256880735
3486,1,196,84,280,2.3333333333333335
3486,2,314,419,733,0.7494033412887828
3486,3,814,345,1159,2.3594202898550725
3486,4,1168,263,1431,4.44106463878327
3486,5,1751,94,1845,18.627659574468087
3486,6,1918,451,2369,4.252771618625277
3486,7,2372,151,2523,15.708609271523178
3486,8,2701,256,2957,10.55078125
3486,9,2995,405,3400,7.395061728395062
3486,10,3441,49,3490,70.22448979591837
3486,11,3587,11,3598,326.09090909090907
3486,12,3617,199,3816,18.175879396984925
3486,13,3847,222,4069,17.32882882882883
3486,14,4191,370,4561,11.327027027027027
3486,15,4603,210,4813,21.919047619047618
3486,16,4859,532,5391,9.13345864661654
3486,17,5423,519,5942,10.448940269749519
3486,18,6063,409,6472,14.8239608801956
3486,19,6504,357,6861,18.218487394957982
3486,20,6950,66,7016,105.3030303030303
3486,21,7117,746,7863,9.540214477211796
3487,1,21,343,364,0.061224489795918366
3488,1,20,347,367,0.05763688760806916
3488,2,431,445,876,0.9685393258426966
3488,3,1064,794,1858,1.3400503778337531
3489,1,111,492,603,0.22560975609756098
3489,2,623,259,882,2.4054054054054053
3490,1,2318,476,2794,4.869747899159663
3490,2,2824,679,3503,4.159057437407953
3490,3,3544,561,4105,6.31729055258467
3490,4,5440,493,5933,11.03448275862069
3491,1,47,27,74,1.7407407407407407
3491,2,80,42,122,1.9047619047619047
3491,3,135,210,345,0.6428571428571429
3491,4,357,80,437,4.4625
3492,1,37,895,932,0.041340782122905026
3492,2,948,318,1266,2.981132075471698
3492,3,1306,722,2028,1.8088642659279779
3492,4,2063,1021,3084,2.020568070519099
3492,5,3087,247,3334,12.497975708502024
3492,6,3379,580,3959,5.825862068965518
3492,7,3992,719,4711,5.552155771905424
3492,8,4722,211,4933,22.379146919431278
3492,9,4972,716,5688,6.944134078212291
3492,10,5713,726,6439,7.869146005509642
3492,11,6477,605,7082,10.705785123966942
3492,12,7104,432,7536,16.444444444444443
3493,1,258,218,476,1.18348623853211
3493,2,903,563,1466,1.6039076376554173
3494,1,948,378,1326,2.507936507936508
3494,2,1820,998,2818,1.8236472945891784
3494,3,3468,591,4059,5.868020304568528
3494,4,4232,526,4758,8.045627376425855
3494,5,4796,505,5301,9.497029702970297
3494,6,5432,529,5961,10.26843100189036
3494,7,6074,754,6828,8.055702917771884
3494,8,6917,780,7697,8.867948717948718
3495,1,41,810,851,0.050617283950617285
3496,1,373,658,1031,0.5668693009118541
3497,1,7,177,184,0.03954802259887006
3497,2,194,376,570,0.5159574468085106
3497,3,648,609,1257,1.064039408866995
3498,1,132,945,1077,0.13968253968253969
3498,2,1083,391,1474,2.7698209718670075
3498,3,1518,166,1684,9.144578313253012
3499,1,89,838,927,0.10620525059665871
3499,2,1307,1068,2375,1.2237827715355805
3499,3,2549,697,3246,3.6571018651362985
3499,4,3594,1160,4754,3.0982758620689657
3499,5,4756,159,4915,29.91194968553459
3500,1,65,440,505,0.14772727272727273
3501,1,80,469,549,0.17057569296375266
3502,1,688,889,1577,0.7739032620922385
3503,1,218,337,555,0.6468842729970327
3503,2,575,301,876,1.910299003322259
3503,3,882,298,1180,2.959731543624161
3503,4,1201,277,1478,4.335740072202166
3503,5,1483,95,1578,15.610526315789473
3503,6,1591,196,1787,8.11734693877551
3503,7,1855,326,2181,5.690184049079755
3503,8,4341,329,4670,13.19452887537994
3503,9,4672,84,4756,55.61904761904762
3503,10,4769,148,4917,32.222972972972975
3503,11,5028,117,5145,42.97435897435897
3503,12,6329,281,6610,22.523131672597867
3503,13,7072,263,7335,26.88973384030418
3503,14,7372,251,7623,29.37051792828685
3503,15,7742,102,7844,75.90196078431373
3504,1,49,118,167,0.4152542372881356
3504,2,1723,416,2139,4.141826923076923
3504,3,2170,179,2349,12.12290502793296
3504,4,2358,328,2686,7.189024390243903
3504,5,2723,109,2832,24.98165137614679
3504,6,2865,353,3218,8.11614730878187
3504,7,3235,178,3413,18.174157303370787
3504,8,3426,229,3655,14.960698689956331
3504,9,3682,381,4063,9.664041994750656
3504,10,4071,189,4260,21.53968253968254
3504,11,4278,259,4537,16.517374517374517
3504,12,4553,228,4781,19.969298245614034
3504,13,4798,233,5031,20.59227467811159
3504,14,5039,258,5297,19.531007751937985
3504,15,5321,164,5485,32.44512195121951
3504,16,5494,228,5722,24.096491228070175
3504,17,5732,249,5981,23.02008032128514
3504,18,5997,320,6317,18.740625
3504,19,6358,328,6686,19.384146341463413
3504,20,6701,414,7115,16.185990338164252
3504,21,7148,274,7422,26.087591240875913
3504,22,7435,272,7707,27.334558823529413
3504,23,7741,260,8001,29.773076923076925
3505,1,63,511,574,0.1232876712328767
3505,2,614,811,1425,0.7570900123304563
3505,3,1461,516,1977,2.8313953488372094
3505,4,1989,448,2437,4.439732142857143
3505,5,2498,733,3231,3.407912687585266
3505,6,3236,689,3925,4.696661828737301
3505,7,3930,670,4600,5.865671641791045
3505,8,4604,624,5228,7.378205128205129
3505,9,5235,556,5791,9.41546762589928
3505,10,5795,708,6503,8.185028248587571
3505,11,6506,684,7190,9.511695906432749
3505,12,7193,692,7885,10.394508670520231
3506,1,62,348,410,0.1781609195402299
3506,2,422,68,490,6.205882352941177
3506,3,505,381,886,1.3254593175853018
3506,4,905,361,1266,2.5069252077562325
3507,1,9,20,29,0.45
3507,2,88,49,137,1.7959183673469388
3507,3,149,368,517,0.4048913043478261
3507,4,526,93,619,5.655913978494624
3507,5,623,145,768,4.296551724137931
3507,6,816,306,1122,2.6666666666666665
3507,7,1169,198,1367,5.904040404040404
3507,8,1405,171,1576,8.216374269005849
3507,9,1628,39,1667,41.743589743589745
3507,10,1734,27,1761,64.22222222222223
3507,11,1769,163,1932,10.85276073619632
3507,12,1967,125,2092,15.736
3508,1,564,303,867,1.8613861386138615
3508,2,1081,1203,2284,0.8985868661679135
3508,3,2526,1075,3601,2.349767441860465
3508,4,4349,796,5145,5.46356783919598
3509,1,13,132,145,0.09848484848484848
3510,1,44,295,339,0.14915254237288136
3510,2,352,103,455,3.4174757281553396
3510,3,471,98,569,4.8061224489795915
3511,1,459,577,1036,0.7954939341421143
3511,2,1563,571,2134,2.7373029772329245
3511,3,2581,837,3418,3.08363201911589
3511,4,3957,768,4725,5.15234375
3512,1,1204,482,1686,2.4979253112033195
3513,1,19,394,413,0.048223350253807105
3514,1,30,686,716,0.043731778425655975
3515,1,63,925,988,0.0681081081081081
3516,1,56,553,609,0.10126582278481013
3516,2,642,416,1058,1.5432692307692308
3516,3,1082,649,1731,1.6671802773497688
3516,4,1755,621,2376,2.8260869565217392
3516,5,2398,519,2917,4.6204238921001926
3516,6,2938,621,3559,4.731078904991948
3516,7,3584,1056,4640,3.393939393939394
3516,8,4665,861,5526,5.418118466898955
3517,1,27,676,703,0.03994082840236687
3517,2,727,458,1185,1.5873362445414847
3517,3,1203,588,1791,2.045918367346939
3517,4,1801,682,2483,2.6407624633431084
3518,1,19,760,779,0.025
3518,2,788,551,1339,1.4301270417422867
3519,1,20,720,740,0.027777777777777776
3520,1,16,85,101,0.18823529411764706
3520,2,119,602,721,0.19767441860465115
3520,3,739,261,1000,2.8314176245210727
3520,4,1014,652,1666,1.5552147239263803
3520,5,1680,426,2106,3.943661971830986
3521,1,10,415,425,0.024096385542168676
3522,1,1850,517,2367,3.5783365570599615
3522,2,4221,428,4649,9.86214953271028
3522,3,6511,390,6901,16.694871794871794
3523,1,85,851,936,0.099882491186839
3523,2,938,505,1443,1.8574257425742575
3523,3,1463,417,1880,3.5083932853717026
3524,1,398,472,870,0.8432203389830508
3524,2,1554,546,2100,2.8461538461538463
3524,3,2201,1205,3406,1.8265560165975103
3524,4,3411,18,3429,189.5
3524,5,3437,508,3945,6.765748031496063
3524,6,3960,91,4051,43.51648351648352
3524,7,4068,107,4175,38.018691588785046
3524,8,4197,103,4300,40.74757281553398
3524,9,4308,70,4378,61.542857142857144
3525,1,27,1072,1099,0.025186567164179104
3525,2,1107,795,1902,1.3924528301886792
3525,3,1926,1071,2997,1.7983193277310925
3525,4,3005,395,3400,7.6075949367088604
3525,5,3408,623,4031,5.470304975922954
3526,1,112,309,421,0.36245954692556637
3527,1,145,20,165,7.25
3527,2,198,28,226,7.071428571428571
3527,3,357,54,411,6.611111111111111
3527,4,519,57,576,9.105263157894736
3527,5,663,236,899,2.809322033898305
3527,6,966,401,1367,2.4089775561097255
3527,7,1423,232,1655,6.133620689655173
3527,8,1673,447,2120,3.742729306487696
3528,1,129,147,276,0.8775510204081632
3528,2,296,508,804,0.5826771653543307
3529,1,213,443,656,0.48081264108352145
3529,2,664,433,1097,1.533487297921478
3529,3,1105,568,1673,1.9454225352112675
3529,4,1685,251,1936,6.713147410358566
3529,5,1947,321,2268,6.065420560747664
3530,1,71,540,611,0.13148148148148148
3530,2,620,527,1147,1.1764705882352942
3531,1,75,513,588,0.14619883040935672
3532,1,83,528,611,0.1571969696969697
3532,2,622,900,1522,0.6911111111111111
3532,3,1535,188,1723,8.164893617021276
3532,4,1756,557,2313,3.1526032315978454
3532,5,2320,614,2934,3.778501628664495
3532,6,2942,422,3364,6.971563981042654
3533,1,81,194,275,0.4175257731958763
3533,2,282,210,492,1.3428571428571427
3533,3,510,230,740,2.217391304347826
3533,4,753,191,944,3.9424083769633507
3533,5,1041,150,1191,6.94
3533,6,1272,236,1508,5.389830508474576
3533,7,1516,78,1594,19.435897435897434
3533,8,1612,349,1961,4.6189111747851
3533,9,1964,41,2005,47.90243902439025
3534,1,815,290,1105,2.810344827586207
3535,1,23,611,634,0.03764320785597381
3536,1,37,482,519,0.07676348547717843
3537,1,65,754,819,0.08620689655172414
3537,2,830,609,1439,1.3628899835796386
3537,3,1498,889,2387,1.68503937007874
3537,4,2395,437,2832,5.480549199084668
3538,1,488,244,732,2.0
3539,1,194,345,539,0.5623188405797102
3539,2,542,295,837,1.8372881355932202
3539,3,841,93,934,9.043010752688172
3539,4,1074,278,1352,3.8633093525179856
3539,5,1395,313,1708,4.456869009584665
3539,6,1741,358,2099,4.863128491620111
3539,7,2102,295,2397,7.125423728813559
3539,8,2517,390,2907,6.453846153846154
3539,9,2910,363,3273,8.016528925619834
3539,10,3276,368,3644,8.902173913043478
3539,11,3720,341,4061,10.909090909090908
3539,12,4064,322,4386,12.621118012422361
3539,13,4417,328,4745,13.466463414634147
3539,14,4748,136,4884,34.911764705882355
3539,15,5010,353,5363,14.192634560906516
3539,16,5366,211,5577,25.43127962085308
3539,17,5644,313,5957,18.031948881789138
3539,18,5976,344,6320,17.372093023255815
3539,19,6369,334,6703,19.068862275449103
3539,20,6770,332,7102,20.39156626506024
3539,21,7105,289,7394,24.58477508650519
3539,22,7397,136,7533,54.38970588235294
3540,1,18,87,105,0.20689655172413793
3540,2,116,71,187,1.6338028169014085
3540,3,1418,1101,2519,1.287920072661217
3540,4,2530,1074,3604,2.355679702048417
3540,5,3615,372,3987,9.71774193548387
3540,6,4030,1036,5066,3.88996138996139
3540,7,5077,491,5568,10.340122199592669
3540,8,5590,867,6457,6.447520184544406
3540,9,6475,107,6582,60.51401869158879
3540,10,6631,190,6821,34.9
3540,11,6836,767,7603,8.91264667535854
3540,12,7616,135,7751,56.41481481481482
3540,13,7764,171,7935,45.40350877192982
3541,1,136,354,490,0.384180790960452
3541,2,498,327,825,1.5229357798165137
3541,3,833,339,1172,2.4572271386430677
3542,1,16,537,553,0.0297951582867784
3542,2,581,625,1206,0.9296
3542,3,1216,248,1464,4.903225806451613
3542,4,1473,114,1587,12.921052631578947
3542,5,1598,39,1637,40.97435897435897
3542,6,1647,39,1686,42.23076923076923
3542,7,1693,65,1758,26.046153846153846
3543,1,29,774,803,0.037467700258397935
3543,2,829,906,1735,0.9150110375275938
3543,3,1766,976,2742,1.8094262295081966
3543,4,2767,930,3697,2.975268817204301
3543,5,3732,825,4557,4.5236363636363635
3544,1,7,231,238,0.030303030303030304
3545,1,18,147,165,0.12244897959183673
3545,2,184,205,389,0.8975609756097561
3545,3,398,199,597,2.0
3545,4,608,295,903,2.0610169491525423
3545,5,918,92,1010,9.978260869565217
3546,1,152,494,646,0.3076923076923077
3546,2,648,46,694,14.08695652173913
3546,3,759,406,1165,1.8694581280788178
3546,4,1167,226,1393,5.163716814159292
3546,5,1419,369,1788,3.845528455284553
3547,1,79,676,755,0.11686390532544379
3547,2,783,503,1286,1.5566600397614314
3547,3,1295,688,1983,1.882267441860465
3547,4,2005,197,2202,10.17766497461929
3547,5,2210,569,2779,3.8840070298769773
3547,6,2813,10,2823,281.3
3547,7,2834,443,3277,6.397291196388262
3547,8,3368,554,3922,6.07942238267148
3547,9,3970,967,4937,4.105480868665977
3547,10,4947,909,5856,5.442244224422442
3547,11,5875,748,6623,7.85427807486631
3547,12,6646,662,7308,10.039274924471298
3548,1,91,618,709,0.14724919093851133
3549,1,129,667,796,0.1934032983508246
3549,2,860,910,1770,0.945054945054945
3549,3,1900,733,2633,2.592087312414734
3549,4,2651,581,3232,4.562822719449225
3550,1,208,586,794,0.35494880546075086
3550,2,831,566,1397,1.4681978798586572
3550,3,1433,507,1940,2.826429980276134
3551,1,18,320,338,0.05625
3551,2,1347,997,2344,1.3510531594784354
3551,3,2388,1053,3441,2.2678062678062676
3551,4,3541,678,4219,5.222713864306785
3552,1,1423,929,2352,1.5317545748116255
3552,2,2360,911,3271,2.5905598243688255
3552,3,3287,263,3550,12.49809885931559
3552,4,4155,37,4192,112.29729729729729
3552,5,4806,338,5144,14.218934911242604
3553,1,794,65,859,12.215384615384615
3553,2,871,146,1017,5.965753424657534
3554,1,32,781,813,0.040973111395646605
3554,2,834,1025,1859,0.8136585365853658
3554,3,1869,209,2078,8.942583732057416
3554,4,2123,437,2560,4.85812356979405
3554,5,2597,322,2919,8.065217391304348
3555,1,37,429,466,0.08624708624708624
3555,2,502,308,810,1.62987012987013
3556,1,227,930,1157,0.24408602150537634
3556,2,1170,574,1744,2.038327526132404
3556,3,1818,638,2456,2.8495297805642634
3556,4,2471,620,3091,3.985483870967742
3556,5,3106,554,3660,5.606498194945848
3557,1,22,122,144,0.18032786885245902
3557,2,163,514,677,0.31712062256809337
3557,3,730,512,1242,1.42578125
3557,4,1245,602,1847,2.068106312292359
3558,1,129,147,276,0.8775510204081632
3558,2,296,508,804,0.5826771653543307
3558,3,822,215,1037,3.8232558139534882
3559,1,19,985,1004,0.019289340101522844
3559,2,1066,881,1947,1.209988649262202
3560,1,15,286,301,0.05244755244755245
3561,1,22,1078,1100,0.02040816326530612
3562,1,20,112,132,0.17857142857142858
3562,2,193,82,275,2.3536585365853657
3563,1,19,3,22,6.333333333333333
3564,1,4335,442,4777,9.807692307692308
3564,2,5020,540,5560,9.296296296296296
3564,3,5764,445,6209,12.952808988764044
3564,4,6221,559,6780,11.128801431127012
3564,5,6848,361,7209,18.969529085872576
3564,6,7312,399,7711,18.325814536340854
3565,1,38,46,84,0.8260869565217391
3565,2,227,585,812,0.38803418803418804
3565,3,911,5,916,182.2
3565,4,1428,5,1433,285.6
3565,5,3160,5,3165,632.0
3565,6,4489,5,4494,897.8
3565,7,6692,5,6697,1338.4
3565,8,8014,5,8019,1602.8
3566,1,1137,555,1692,2.0486486486486486
3566,2,2813,472,3285,5.959745762711864
3566,3,4291,476,4767,9.014705882352942
3566,4,5909,574,6483,10.294425087108014
3567,1,27,513,540,0.05263157894736842
3568,1,147,420,567,0.35
3569,1,16,94,110,0.1702127659574468
3569,2,118,92,210,1.2826086956521738
3570,1,1199,418,1617,2.8684210526315788
3570,2,1653,536,2189,3.083955223880597
3570,3,2206,469,2675,4.70362473347548
3570,4,2692,478,3170,5.631799163179917
3570,5,3187,487,3674,6.544147843942505
3570,6,3691,489,4180,7.548057259713701
3570,7,4197,548,4745,7.658759124087592
3570,8,4762,558,5320,8.53405017921147
3570,9,5337,671,6008,7.9538002980625935
3570,10,6025,453,6478,13.300220750551876
3570,11,6514,585,7099,11.135042735042735
3570,12,7144,550,7694,12.989090909090908
3571,1,22,328,350,0.06707317073170732
3571,2,366,362,728,1.011049723756906
3572,1,20,342,362,0.05847953216374269
3573,1,16,385,401,0.04155844155844156
3573,2,410,342,752,1.1988304093567252
3574,1,23,501,524,0.04590818363273453
3574,2,538,477,1015,1.1278825995807127
3575,1,146,923,1069,0.1581798483206934
3575,2,1083,761,1844,1.4231274638633378
3575,3,1860,949,2809,1.9599578503688093
3576,1,232,454,686,0.5110132158590308
3577,1,17,186,203,0.0913978494623656
3577,2,430,714,1144,0.6022408963585434
3577,3,1215,843,2058,1.4412811387900355
3577,4,2129,973,3102,2.188078108941418
3577,5,3106,357,3463,8.700280112044817
3577,6,3490,229,3719,15.240174672489083
3577,7,3838,664,4502,5.780120481927711
3577,8,4516,631,5147,7.15689381933439
3577,9,5481,464,5945,11.8125
3577,10,6439,745,7184,8.642953020134229
3577,11,7253,206,7459,35.20873786407767
3577,12,7639,371,8010,20.590296495956874
3578,1,62,3,65,20.666666666666668
3578,2,77,50,127,1.54
3578,3,150,69,219,2.1739130434782608
3578,4,228,48,276,4.75
3579,1,603,982,1585,0.6140529531568228
3579,2,1601,647,2248,2.474497681607419
3580,1,116,959,1075,0.12095933263816476
3580,2,1077,277,1354,3.888086642599278
3581,1,8,36,44,0.2222222222222222
3582,1,21,735,756,0.02857142857142857
3583,1,56,74,130,0.7567567567567568
3583,2,146,57,203,2.56140350877193
3583,3,2845,737,3582,3.8602442333785616
3583,4,5239,400,5639,13.0975
3583,5,6960,297,7257,23.434343434343436
3583,6,7315,735,8050,9.952380952380953
3584,1,39,502,541,0.07768924302788845
3584,2,547,487,1034,1.1232032854209446
3585,1,93,631,724,0.1473851030110935
3586,1,174,307,481,0.5667752442996743
3587,1,173,79,252,2.189873417721519
3588,1,13,585,598,0.022222222222222223
3588,2,644,911,1555,0.7069154774972558
3588,3,1558,210,1768,7.419047619047619
3588,4,1844,873,2717,2.1122565864833907
3588,5,2719,184,2903,14.777173913043478
3588,6,3014,970,3984,3.107216494845361
3588,7,4013,821,4834,4.887941534713764
3588,8,4868,594,5462,8.195286195286196
3588,9,5532,468,6000,11.820512820512821
3588,10,6039,201,6240,30.044776119402986
3588,11,6352,195,6547,32.57435897435897
3588,12,6581,365,6946,18.03013698630137
3588,13,7025,313,7338,22.44408945686901
3588,14,7403,245,7648,30.216326530612246
3588,15,7692,249,7941,30.89156626506024
3589,1,51,165,216,0.3090909090909091
3590,1,724,574,1298,1.2613240418118468
3590,2,1345,615,1960,2.186991869918699
3590,3,1975,616,2591,3.206168831168831
3590,4,2606,578,3184,4.508650519031142
3591,1,34,557,591,0.06104129263913824
3591,2,631,420,1051,1.5023809523809524
3592,1,123,601,724,0.20465890183028287
3592,2,780,770,1550,1.0129870129870129
3593,1,20,244,264,0.08196721311475409
3593,2,273,84,357,3.25
3593,3,573,268,841,2.138059701492537
3593,4,866,489,1355,1.770961145194274
3593,5,1409,593,2002,2.3760539629005057
3593,6,2106,595,2701,3.5394957983193276
3593,7,2728,616,3344,4.428571428571429
3593,8,3399,442,3841,7.6900452488687785
3593,9,3865,497,4362,7.776659959758551
3594,1,15,573,588,0.02617801047120419
3594,2,600,648,1248,0.9259259259259259
3594,3,1316,703,2019,1.871977240398293
3594,4,2037,719,2756,2.8331015299026427
3594,5,2815,948,3763,2.969409282700422
3594,6,3780,994,4774,3.8028169014084505
3594,7,4781,158,4939,30.259493670886076
3594,8,4953,727,5680,6.81292984869326
3594,9,5690,649,6339,8.767334360554699
3594,10,6374,767,7141,8.310299869621904
3595,1,27,351,378,0.07692307692307693
3595,2,388,495,883,0.7838383838383839
3595,3,897,346,1243,2.592485549132948
3595,4,1266,487,1753,2.59958932238193
3596,1,48,872,920,0.05504587155963303
3596,2,923,463,1386,1.9935205183585314
3596,3,1402,143,1545,9.804195804195805
3596,4,1567,301,1868,5.205980066445183
3596,5,1907,421,2328,4.529691211401425
3597,1,51,540,591,0.09444444444444444
3598,1,99,239,338,0.41422594142259417
3598,2,629,236,865,2.6652542372881354
3598,3,988,756,1744,1.306878306878307
